CustomerID,Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
1966,20,Female,65,16.28,Month-to-Month,DSL,Yes,Credit Card,No
1967,45,Female,41,51.47,One Year,DSL,No,Credit Card,No
1968,46,Male,44,49.77,Month-to-Month,DSL,No,Bank Transfer,No
1969,26,Female,45,84.12,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
1970,20,Male,69,79.54,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
1971,42,Male,51,116.58,Month-to-Month,DSL,No,Electronic Check,Yes
1972,51,Female,65,104.39,Month-to-Month,DSL,No,Mailed Check,Yes
1973,29,Male,54,64.62,Month-to-Month,DSL,Yes,Mailed Check,Yes
1974,59,Female,56,65.0,Two Year,Fiber Optic,No,Mailed Check,No
1975,26,Male,40,84.15,One Year,No,No,Credit Card,Yes
1976,32,Male,58,22.55,One Year,DSL,No,Credit Card,No
1977,57,Male,15,119.99,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
1978,42,Female,19,67.07,Month-to-Month,DSL,No,Mailed Check,No
1979,22,Male,10,110.09,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
1980,28,Female,16,116.41,Two Year,Fiber Optic,Yes,Bank Transfer,No
1981,51,Male,43,73.98,One Year,Fiber Optic,No,Bank Transfer,Yes
1982,41,Male,31,21.37,Month-to-Month,DSL,No,Bank Transfer,No
1983,32,Male,16,73.07,Month-to-Month,Fiber Optic,No,Credit Card,No
1984,55,Female,28,75.74,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
1985,25,Female,62,96.81,Month-to-Month,No,No,Credit Card,No
1986,22,Female,20,15.31,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
1987,65,Female,35,61.29,Month-to-Month,DSL,Yes,Electronic Check,Yes
1988,43,Female,59,111.5,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
1989,35,Male,9,119.04,Month-to-Month,Fiber Optic,No,Credit Card,Yes
1990,23,Male,10,31.05,One Year,No,No,Bank Transfer,No
1991,54,Female,45,105.77,Month-to-Month,DSL,Yes,Credit Card,No
1992,65,Female,15,26.09,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
1993,30,Female,30,102.53,Month-to-Month,Fiber Optic,No,Credit Card,Yes
1994,45,Female,48,40.5,Month-to-Month,DSL,No,Bank Transfer,Yes
1995,22,Male,40,115.56,One Year,DSL,Yes,Electronic Check,No
1996,30,Female,44,86.5,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
1997,34,Female,46,53.9,Month-to-Month,DSL,No,Mailed Check,Yes
1998,67,Female,6,40.91,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
1999,57,Female,24,35.88,Month-to-Month,Fiber Optic,No,Credit Card,No
2000,62,Male,7,84.89,Two Year,DSL,No,Bank Transfer,No
2001,49,Male,6,108.54,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2002,46,Female,33,93.04,Month-to-Month,DSL,Yes,Electronic Check,No
2003,68,Male,38,101.83,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2004,20,Male,44,95.95,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
2005,73,Female,17,117.71,Month-to-Month,DSL,No,Mailed Check,Yes
2006,57,Female,31,93.36,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2007,51,Male,37,33.13,Two Year,Fiber Optic,Yes,Electronic Check,No
2008,57,Male,11,97.08,Month-to-Month,DSL,No,Electronic Check,No
2009,44,Male,5,45.43,One Year,Fiber Optic,Yes,Credit Card,No
2010,30,Male,64,119.54,Month-to-Month,DSL,No,Mailed Check,Yes
2011,62,Male,3,51.43,Month-to-Month,Fiber Optic,No,Credit Card,No
2012,50,Female,56,42.21,One Year,No,No,Credit Card,No
2013,23,Male,63,36.31,One Year,Fiber Optic,Yes,Credit Card,Yes
2014,41,Male,38,82.44,Month-to-Month,DSL,Yes,Mailed Check,No
2015,36,Male,54,22.01,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2016,33,Male,2,114.89,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2017,57,Male,2,42.37,Month-to-Month,Fiber Optic,Yes,Credit Card,No
2018,45,Male,12,42.49,Two Year,DSL,Yes,Mailed Check,No
2019,50,Male,40,15.07,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
2020,65,Male,2,37.06,Two Year,Fiber Optic,No,Mailed Check,No
2021,58,Female,57,56.09,Month-to-Month,DSL,No,Electronic Check,No
2022,30,Female,47,50.66,Month-to-Month,DSL,No,Electronic Check,Yes
2023,60,Male,36,40.03,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
2024,62,Female,4,14.48,One Year,Fiber Optic,No,Electronic Check,No
2025,42,Female,24,43.06,Month-to-Month,DSL,No,Bank Transfer,Yes
2026,70,Female,62,95.62,One Year,DSL,No,Bank Transfer,No
2027,59,Female,2,58.27,Month-to-Month,DSL,No,Electronic Check,No
2028,53,Female,15,41.99,Month-to-Month,No,No,Electronic Check,Yes
2029,44,Female,49,43.53,Month-to-Month,DSL,No,Electronic Check,No
2030,55,Male,35,70.99,One Year,Fiber Optic,No,Electronic Check,Yes
2031,24,Male,47,43.25,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2032,22,Female,24,79.39,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2033,60,Male,60,118.84,Month-to-Month,No,Yes,Electronic Check,No
2034,62,Female,48,14.53,Month-to-Month,DSL,Yes,Electronic Check,No
2035,74,Male,23,28.56,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2036,68,Male,12,29.7,Two Year,Fiber Optic,Yes,Electronic Check,No
2037,48,Male,41,59.18,Two Year,No,Yes,Electronic Check,No
2038,40,Female,29,14.56,Month-to-Month,DSL,No,Mailed Check,Yes
2039,59,Male,70,62.53,Two Year,Fiber Optic,Yes,Mailed Check,Yes
2040,27,Male,51,112.18,Two Year,No,No,Mailed Check,No
2041,49,Female,23,11.27,Month-to-Month,DSL,No,Credit Card,No
2042,60,Female,31,50.14,Month-to-Month,No,No,Mailed Check,Yes
2043,70,Male,21,93.7,Two Year,Fiber Optic,Yes,Credit Card,No
2044,47,Female,24,26.99,Month-to-Month,DSL,No,Bank Transfer,No
2045,56,Male,9,18.53,Month-to-Month,DSL,No,Mailed Check,Yes
2046,48,Male,22,79.39,One Year,DSL,No,Credit Card,No
2047,35,Female,4,11.09,Month-to-Month,DSL,No,Electronic Check,Yes
2048,53,Female,3,98.19,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
2049,19,Male,28,17.35,One Year,No,No,Credit Card,Yes
2050,31,Female,15,67.68,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
2051,30,Male,8,91.41,One Year,Fiber Optic,No,Credit Card,No
2052,46,Female,48,36.62,Month-to-Month,DSL,No,Mailed Check,Yes
2053,29,Female,52,21.39,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2054,56,Female,55,29.32,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2055,19,Female,37,104.02,One Year,Fiber Optic,Yes,Mailed Check,Yes
2056,49,Female,4,87.64,Two Year,Fiber Optic,No,Electronic Check,Yes
2057,30,Male,55,31.79,One Year,Fiber Optic,No,Credit Card,No
2058,63,Male,12,88.77,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2059,44,Male,19,87.95,Month-to-Month,DSL,Yes,Credit Card,No
2060,66,Female,57,119.75,Month-to-Month,DSL,No,Electronic Check,Yes
2061,58,Male,37,53.07,Month-to-Month,DSL,No,Electronic Check,Yes
2062,34,Male,7,105.13,Month-to-Month,DSL,Yes,Electronic Check,No
2063,57,Female,55,59.11,Month-to-Month,DSL,No,Credit Card,No
2064,48,Female,28,108.75,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
2065,51,Female,37,20.08,Month-to-Month,DSL,No,Electronic Check,Yes
2066,41,Male,61,29.28,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
2067,62,Male,39,103.49,Month-to-Month,DSL,No,Electronic Check,Yes
2068,52,Female,23,100.12,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2069,65,Male,52,43.6,Month-to-Month,No,No,Mailed Check,No
2070,23,Male,11,75.65,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2071,36,Female,66,52.1,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2072,47,Male,13,11.13,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
2073,24,Female,41,12.87,Month-to-Month,DSL,No,Mailed Check,Yes
2074,27,Male,49,15.97,Month-to-Month,DSL,No,Credit Card,Yes
2075,58,Female,15,75.35,Two Year,No,No,Credit Card,Yes
2076,49,Male,56,40.72,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2077,51,Male,54,25.83,One Year,DSL,Yes,Electronic Check,No
2078,45,Female,31,113.52,Month-to-Month,DSL,No,Mailed Check,No
2079,32,Female,61,23.35,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
2080,47,Female,58,84.14,Month-to-Month,No,No,Bank Transfer,Yes
2081,54,Female,60,108.36,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
2082,46,Male,53,28.02,Month-to-Month,DSL,No,Electronic Check,No
2083,39,Female,61,33.62,One Year,Fiber Optic,No,Mailed Check,Yes
2084,21,Female,42,73.12,One Year,DSL,No,Electronic Check,Yes
2085,37,Female,29,65.93,Month-to-Month,DSL,No,Bank Transfer,Yes
2086,49,Female,27,67.31,Month-to-Month,DSL,Yes,Mailed Check,Yes
2087,53,Female,44,71.01,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2088,67,Male,5,114.49,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2089,21,Female,52,15.92,One Year,Fiber Optic,Yes,Mailed Check,No
2090,44,Female,53,93.65,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
2091,34,Female,52,35.58,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2092,29,Male,38,51.1,One Year,Fiber Optic,No,Bank Transfer,Yes
2093,39,Male,44,19.82,One Year,DSL,No,Credit Card,No
2094,34,Male,53,59.02,One Year,DSL,No,Mailed Check,No
2095,27,Female,2,98.46,Month-to-Month,DSL,No,Mailed Check,Yes
2096,71,Female,54,20.86,Month-to-Month,DSL,No,Credit Card,Yes
2097,18,Male,35,40.32,Month-to-Month,DSL,No,Credit Card,Yes
2098,39,Male,46,51.04,One Year,No,Yes,Electronic Check,No
2099,43,Female,55,21.43,Two Year,DSL,Yes,Mailed Check,No
2100,73,Female,11,93.85,One Year,DSL,Yes,Credit Card,No
2101,35,Female,29,96.56,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2102,67,Male,69,101.95,Two Year,DSL,No,Mailed Check,No
2103,31,Female,63,74.23,Month-to-Month,DSL,No,Electronic Check,Yes
2104,64,Female,47,65.8,Month-to-Month,DSL,Yes,Mailed Check,Yes
2105,46,Male,7,38.88,One Year,No,No,Electronic Check,Yes
2106,29,Male,64,82.07,Month-to-Month,DSL,No,Mailed Check,No
2107,53,Male,64,58.9,Two Year,DSL,No,Mailed Check,No
2108,52,Female,12,116.79,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2109,69,Male,12,116.5,Month-to-Month,DSL,Yes,Mailed Check,Yes
2110,29,Male,36,109.57,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2111,24,Female,29,49.61,One Year,DSL,Yes,Credit Card,No
2112,46,Female,11,50.48,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2113,28,Male,53,103.79,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2114,50,Female,70,90.2,One Year,DSL,No,Credit Card,Yes
2115,23,Male,47,87.48,Month-to-Month,No,Yes,Electronic Check,No
2116,64,Female,33,40.76,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2117,32,Female,67,101.67,One Year,Fiber Optic,Yes,Bank Transfer,No
2118,49,Male,43,73.74,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2119,68,Male,18,59.16,Two Year,Fiber Optic,Yes,Electronic Check,No
2120,28,Male,53,105.2,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2121,40,Female,39,53.36,Month-to-Month,DSL,No,Mailed Check,Yes
2122,43,Male,34,81.93,Month-to-Month,DSL,No,Mailed Check,No
2123,51,Female,37,61.25,Month-to-Month,DSL,No,Bank Transfer,No
2124,63,Female,41,75.2,One Year,DSL,No,Bank Transfer,No
2125,51,Male,49,14.46,Month-to-Month,No,No,Electronic Check,No
2126,46,Female,10,60.72,Month-to-Month,No,No,Bank Transfer,No
2127,21,Female,40,71.21,Month-to-Month,DSL,No,Credit Card,Yes
2128,34,Male,18,64.2,Month-to-Month,DSL,No,Bank Transfer,Yes
2129,52,Female,25,103.22,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2130,30,Female,41,44.22,One Year,DSL,No,Mailed Check,No
2131,58,Male,36,107.25,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2132,56,Male,2,54.38,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2133,32,Female,49,86.4,One Year,Fiber Optic,No,Electronic Check,Yes
2134,72,Female,67,19.54,One Year,Fiber Optic,No,Mailed Check,Yes
2135,46,Female,53,32.02,Month-to-Month,DSL,No,Electronic Check,Yes
2136,46,Female,19,93.73,Month-to-Month,DSL,No,Electronic Check,Yes
2137,28,Male,26,11.36,Two Year,DSL,Yes,Electronic Check,No
2138,69,Female,54,116.54,One Year,Fiber Optic,No,Electronic Check,No
2139,49,Female,51,30.97,Month-to-Month,DSL,No,Bank Transfer,No
2140,19,Female,25,109.14,Month-to-Month,No,No,Mailed Check,Yes
2141,64,Female,17,66.75,Two Year,DSL,No,Credit Card,No
2142,31,Male,61,72.1,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2143,37,Female,46,19.25,One Year,DSL,No,Credit Card,No
2144,39,Male,55,50.17,Month-to-Month,No,Yes,Credit Card,No
2145,28,Male,50,27.18,One Year,DSL,Yes,Credit Card,No
2146,44,Male,11,67.85,One Year,Fiber Optic,No,Bank Transfer,No
2147,20,Male,12,70.58,Month-to-Month,No,Yes,Electronic Check,No
2148,34,Male,40,88.06,Month-to-Month,DSL,No,Electronic Check,Yes
2149,61,Female,48,106.61,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2150,73,Male,56,61.5,One Year,Fiber Optic,No,Mailed Check,Yes
2151,45,Male,8,35.67,One Year,DSL,No,Bank Transfer,No
2152,46,Male,14,46.69,Month-to-Month,Fiber Optic,No,Credit Card,No
2153,38,Female,56,103.18,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
2154,64,Male,54,26.04,Month-to-Month,DSL,No,Electronic Check,Yes
2155,33,Female,17,79.0,Month-to-Month,Fiber Optic,Yes,Credit Card,No
2156,54,Male,45,11.44,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2157,37,Male,5,37.02,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2158,23,Female,3,75.05,Month-to-Month,No,No,Bank Transfer,Yes
2159,36,Female,9,60.21,Two Year,Fiber Optic,Yes,Electronic Check,No
2160,74,Female,20,64.29,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2161,22,Male,21,82.66,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2162,20,Female,33,35.8,Two Year,Fiber Optic,No,Mailed Check,Yes
2163,18,Female,5,40.89,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2164,55,Female,24,85.29,Month-to-Month,DSL,Yes,Credit Card,No
2165,32,Female,63,69.21,Month-to-Month,DSL,No,Mailed Check,No
2166,51,Female,26,11.6,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2167,52,Male,33,83.74,Month-to-Month,No,No,Electronic Check,Yes
2168,66,Female,18,78.21,Month-to-Month,DSL,Yes,Mailed Check,No
2169,42,Male,18,18.65,Month-to-Month,Fiber Optic,No,Bank Transfer,No
2170,41,Female,38,92.23,Month-to-Month,DSL,No,Mailed Check,Yes
2171,29,Female,33,67.43,One Year,Fiber Optic,No,Credit Card,Yes
2172,35,Male,27,32.52,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
2173,32,Male,49,71.53,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2174,61,Male,50,75.5,Month-to-Month,DSL,No,Electronic Check,Yes
2175,33,Male,15,111.21,One Year,DSL,No,Credit Card,Yes
2176,44,Female,52,91.64,One Year,No,Yes,Electronic Check,No
2177,25,Male,68,43.21,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2178,63,Female,19,22.99,Two Year,DSL,No,Bank Transfer,No
2179,42,Female,25,103.85,One Year,DSL,No,Credit Card,No
2180,34,Female,25,103.07,Month-to-Month,DSL,No,Credit Card,Yes
2181,46,Male,33,29.28,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
2182,70,Male,60,16.83,Month-to-Month,Fiber Optic,No,Credit Card,No
2183,25,Male,37,88.31,Two Year,No,No,Mailed Check,Yes
2184,32,Female,43,89.48,Two Year,Fiber Optic,Yes,Bank Transfer,No
2185,44,Male,9,29.49,One Year,Fiber Optic,No,Mailed Check,No
2186,63,Male,14,83.5,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2187,67,Female,3,40.68,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2188,69,Male,69,38.67,Two Year,Fiber Optic,No,Bank Transfer,No
2189,24,Female,56,45.7,One Year,Fiber Optic,No,Electronic Check,No
2190,20,Male,26,67.24,Month-to-Month,DSL,No,Electronic Check,No
2191,46,Male,53,98.49,One Year,DSL,No,Credit Card,No
2192,61,Male,41,64.85,Month-to-Month,No,No,Bank Transfer,Yes
2193,70,Male,21,42.78,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2194,41,Male,39,107.24,One Year,Fiber Optic,No,Electronic Check,No
2195,20,Female,23,16.06,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
2196,37,Male,58,97.68,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2197,63,Male,69,96.28,Month-to-Month,DSL,No,Credit Card,No
2198,32,Male,29,37.89,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
2199,42,Male,62,31.81,Month-to-Month,DSL,No,Mailed Check,Yes
2200,47,Male,53,106.22,Month-to-Month,DSL,No,Electronic Check,No
2201,31,Male,45,71.48,Month-to-Month,No,Yes,Electronic Check,Yes
2202,24,Male,27,15.06,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2203,34,Female,34,107.99,Month-to-Month,No,No,Bank Transfer,No
2204,61,Female,14,48.39,Two Year,Fiber Optic,No,Bank Transfer,No
2205,37,Male,41,47.64,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2206,53,Female,60,80.76,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
2207,26,Male,42,82.74,Two Year,Fiber Optic,No,Electronic Check,No
2208,55,Female,51,48.86,Month-to-Month,DSL,No,Bank Transfer,No
2209,65,Male,11,25.76,One Year,Fiber Optic,No,Credit Card,Yes
2210,74,Male,35,70.75,Month-to-Month,DSL,Yes,Bank Transfer,No
2211,39,Female,19,78.77,Two Year,DSL,No,Bank Transfer,No
2212,71,Male,65,104.62,Month-to-Month,DSL,No,Bank Transfer,No
2213,70,Female,61,63.29,Two Year,Fiber Optic,No,Bank Transfer,No
2214,70,Male,47,81.03,Month-to-Month,DSL,No,Credit Card,Yes
2215,19,Male,14,15.98,One Year,DSL,No,Electronic Check,No
2216,41,Male,67,108.4,One Year,Fiber Optic,No,Mailed Check,Yes
2217,25,Male,52,45.99,One Year,Fiber Optic,Yes,Bank Transfer,Yes
2218,28,Female,32,79.54,Month-to-Month,DSL,No,Mailed Check,Yes
2219,30,Male,10,110.77,Month-to-Month,No,Yes,Electronic Check,Yes
2220,34,Female,17,99.16,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2221,25,Female,40,80.15,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2222,38,Male,68,87.4,One Year,DSL,No,Bank Transfer,Yes
2223,35,Male,63,111.3,Month-to-Month,No,No,Credit Card,No
2224,47,Female,15,99.33,One Year,No,Yes,Bank Transfer,No
2225,35,Female,39,77.08,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2226,63,Male,57,82.46,Month-to-Month,No,No,Bank Transfer,No
2227,64,Female,10,26.2,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2228,48,Female,71,61.72,Month-to-Month,DSL,No,Electronic Check,No
2229,55,Female,17,43.11,Month-to-Month,Fiber Optic,No,Bank Transfer,No
2230,49,Male,17,57.52,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2231,28,Female,16,82.85,Month-to-Month,DSL,Yes,Bank Transfer,No
2232,62,Female,3,26.41,Two Year,DSL,No,Credit Card,No
2233,42,Female,51,11.91,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2234,50,Female,46,53.66,One Year,Fiber Optic,No,Credit Card,Yes
2235,55,Male,55,45.44,One Year,Fiber Optic,No,Mailed Check,No
2236,58,Male,26,56.25,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
2237,25,Female,31,112.43,Two Year,Fiber Optic,No,Electronic Check,Yes
2238,28,Female,19,87.78,Two Year,Fiber Optic,No,Credit Card,No
2239,39,Female,68,46.02,Month-to-Month,Fiber Optic,No,Bank Transfer,No
2240,68,Male,15,29.72,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2241,41,Male,58,78.03,One Year,Fiber Optic,No,Mailed Check,No
2242,58,Female,30,82.33,Month-to-Month,No,Yes,Credit Card,No
2243,34,Female,48,63.2,One Year,Fiber Optic,Yes,Bank Transfer,No
2244,29,Male,56,33.4,Month-to-Month,Fiber Optic,Yes,Credit Card,No
2245,74,Female,42,13.14,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2246,63,Female,24,39.22,Month-to-Month,No,No,Bank Transfer,Yes
2247,49,Male,52,60.29,Month-to-Month,DSL,No,Mailed Check,No
2248,32,Male,43,96.67,Two Year,Fiber Optic,No,Electronic Check,No
2249,33,Male,34,103.91,Month-to-Month,No,No,Credit Card,No
2250,71,Male,60,55.42,Month-to-Month,No,No,Electronic Check,Yes
2251,39,Male,3,97.57,Month-to-Month,DSL,Yes,Credit Card,Yes
2252,45,Female,68,119.27,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
2253,37,Male,11,88.83,One Year,DSL,Yes,Credit Card,Yes
2254,50,Male,13,90.15,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
2255,27,Male,50,110.05,Two Year,Fiber Optic,Yes,Bank Transfer,No
2256,57,Male,19,47.2,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2257,49,Male,44,11.23,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2258,67,Male,33,118.57,Two Year,Fiber Optic,No,Bank Transfer,Yes
2259,50,Female,38,63.95,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2260,19,Male,3,96.42,Month-to-Month,DSL,No,Mailed Check,Yes
2261,50,Female,65,99.37,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2262,50,Female,35,53.73,Month-to-Month,DSL,No,Bank Transfer,Yes
2263,58,Male,36,69.54,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2264,30,Male,38,69.39,Month-to-Month,DSL,Yes,Mailed Check,No
2265,47,Female,39,34.22,Two Year,DSL,No,Mailed Check,No
2266,50,Female,25,22.94,One Year,DSL,No,Bank Transfer,No
2267,30,Female,64,69.79,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2268,69,Male,13,23.22,Month-to-Month,No,No,Mailed Check,No
2269,43,Female,68,48.07,Two Year,DSL,No,Credit Card,No
2270,39,Male,70,30.47,Month-to-Month,No,No,Electronic Check,Yes
2271,56,Male,1,87.76,Month-to-Month,DSL,Yes,Bank Transfer,Yes
2272,19,Female,54,105.92,Month-to-Month,No,No,Bank Transfer,Yes
2273,55,Male,9,73.57,Month-to-Month,No,No,Mailed Check,Yes
2274,56,Male,36,55.12,Month-to-Month,DSL,No,Credit Card,No
2275,43,Female,37,119.63,One Year,Fiber Optic,Yes,Electronic Check,No
2276,63,Female,59,12.33,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
2277,67,Male,21,43.48,Two Year,Fiber Optic,No,Electronic Check,Yes
2278,32,Female,20,40.65,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2279,51,Male,1,49.18,One Year,DSL,Yes,Electronic Check,No
2280,59,Female,59,35.37,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2281,72,Female,28,39.07,One Year,DSL,Yes,Electronic Check,No
2282,61,Female,71,38.34,Two Year,Fiber Optic,Yes,Electronic Check,No
2283,66,Female,56,65.63,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2284,57,Male,9,53.02,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2285,28,Female,65,80.32,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
2286,20,Male,36,66.58,One Year,Fiber Optic,Yes,Mailed Check,No
2287,23,Male,34,30.18,One Year,Fiber Optic,No,Electronic Check,No
2288,26,Female,32,99.1,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2289,23,Female,66,61.94,Month-to-Month,DSL,No,Electronic Check,No
2290,26,Female,25,26.86,Month-to-Month,DSL,No,Bank Transfer,No
2291,56,Female,51,28.36,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
2292,48,Female,63,97.67,Month-to-Month,No,No,Electronic Check,Yes
2293,49,Male,45,87.33,Month-to-Month,DSL,No,Mailed Check,Yes
2294,58,Female,26,65.72,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2295,67,Male,21,43.67,Two Year,Fiber Optic,Yes,Bank Transfer,No
2296,29,Male,51,60.66,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
2297,25,Male,24,80.01,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2298,25,Male,12,106.72,Month-to-Month,DSL,Yes,Bank Transfer,No
2299,67,Female,11,71.15,Two Year,No,No,Bank Transfer,No
2300,45,Female,27,40.44,One Year,DSL,No,Electronic Check,No
2301,37,Male,23,14.7,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
2302,64,Male,33,29.3,One Year,DSL,Yes,Electronic Check,No
2303,24,Female,38,81.52,One Year,No,No,Bank Transfer,No
2304,28,Male,55,27.65,Two Year,DSL,No,Bank Transfer,No
2305,37,Female,70,62.97,Two Year,DSL,Yes,Electronic Check,No
2306,33,Male,42,86.89,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
2307,21,Female,29,43.9,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2308,23,Male,34,83.6,One Year,Fiber Optic,Yes,Bank Transfer,Yes
2309,39,Male,57,73.92,Two Year,Fiber Optic,No,Credit Card,No
2310,43,Male,3,58.28,Month-to-Month,DSL,No,Bank Transfer,No
2311,20,Female,6,108.7,Month-to-Month,Fiber Optic,No,Credit Card,Yes
2312,58,Female,48,86.13,Month-to-Month,DSL,Yes,Mailed Check,Yes
2313,59,Female,64,49.67,Month-to-Month,DSL,No,Bank Transfer,No
2314,31,Male,13,98.47,Month-to-Month,DSL,No,Credit Card,Yes
2315,28,Male,36,91.19,Month-to-Month,No,No,Credit Card,Yes
2316,35,Male,70,97.09,Two Year,DSL,No,Mailed Check,No
2317,71,Male,33,80.51,One Year,DSL,No,Mailed Check,No
2318,29,Male,57,51.73,One Year,No,No,Electronic Check,No
2319,40,Male,55,48.34,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
2320,29,Female,13,81.96,Two Year,Fiber Optic,Yes,Mailed Check,No
